No,date,time,PM2.5,PM10,O3,CO,NO2
121,2022-01-06,00:00 - 01:00,50,104,2,1.32,61
122,2022-01-06,01:00 - 02:00,48,98,7,0.94,51
123,2022-01-06,02:00 - 03:00,48,93,5,1.12,54
124,2022-01-06,03:00 - 04:00,45,88,2,1.31,55
125,2022-01-06,04:00 - 05:00,44,93,2,1.7,59
126,2022-01-06,05:00 - 06:00,49,105,2,N/A,N/A
127,2022-01-06,06:00 - 07:00,56,114,N/A,2.71,56
128,2022-01-06,07:00 - 08:00,62,118,2,3,57
129,2022-01-06,08:00 - 09:00,59,117,3,2.09,60
130,2022-01-06,09:00 - 10:00,62,114,7,1.36,57
131,2022-01-06,10:00 - 11:00,67,102,14,1.26,54
132,2022-01-06,11:00 - 12:00,58,87,22,1.04,55
133,2022-01-06,12:00 - 13:00,46,78,28,1.04,54
134,2022-01-06,13:00 - 14:00,36,71,30,0.77,46
135,2022-01-06,14:00 - 15:00,32,71,28,0.83,53
136,2022-01-06,15:00 - 16:00,28,71,30,0.74,48
137,2022-01-06,16:00 - 17:00,23,66,29,0.81,49
138,2022-01-06,17:00 - 18:00,28,61,19,1.3,67
139,2022-01-06,18:00 - 19:00,33,60,9,1.69,74
140,2022-01-06,19:00 - 20:00,36,67,9,2,87
141,2022-01-06,20:00 - 21:00,42,81,13,1.73,74
142,2022-01-06,21:00 - 22:00,46,90,4,1.83,88
143,2022-01-06,22:00 - 23:00,49,102,2,2.22,91
144,2022-01-06,23:00 - 24:00,53,118,1,2.05,85
145,2022-01-07,00:00 - 01:00,60,125,3,1.4,77
146,2022-01-07,01:00 - 02:00,68,128,7,1.36,75
147,2022-01-07,02:00 - 03:00,73,134,2,1.59,77
148,2022-01-07,03:00 - 04:00,75,139,2,1.72,72
149,2022-01-07,04:00 - 05:00,73,138,3,N/A,N/A
150,2022-01-07,05:00 - 06:00,70,136,N/A,N/A,N/A
151,2022-01-07,06:00 - 07:00,74,138,N/A,N/A,N/A
152,2022-01-07,07:00 - 08:00,79,157,3,2.88,66
153,2022-01-07,08:00 - 09:00,56,126,4,2.69,72
154,2022-01-07,09:00 - 10:00,91,144,10,1.9,70
155,2022-01-07,10:00 - 11:00,59,125,14,1.29,56
156,2022-01-07,11:00 - 12:00,35,96,20,1.01,52
157,2022-01-07,12:00 - 13:00,39,64,21,1.14,55
158,2022-01-07,13:00 - 14:00,27,65,22,1.11,50
159,2022-01-07,14:00 - 15:00,39,68,24,1.02,51
160,2022-01-07,15:00 - 16:00,37,66,19,1.12,57
161,2022-01-07,16:00 - 17:00,30,73,19,1.23,55
162,2022-01-07,17:00 - 18:00,29,64,15,1.25,59
163,2022-01-07,18:00 - 19:00,35,68,5,1.95,63
164,2022-01-07,19:00 - 20:00,43,74,3,2.7,68
165,2022-01-07,20:00 - 21:00,47,92,3,1.97,65
166,2022-01-07,21:00 - 22:00,43,96,4,1.54,75
167,2022-01-07,22:00 - 23:00,33,117,5,1.5,76
168,2022-01-07,23:00 - 24:00,37,110,3,1.36,72
169,2022-01-08,00:00 - 01:00,38,107,2,1.41,69
170,2022-01-08,01:00 - 02:00,45,104,2,1.04,61
171,2022-01-08,02:00 - 03:00,44,115,2,1.13,59
172,2022-01-08,03:00 - 04:00,47,113,4,N/A,N/A
173,2022-01-08,04:00 - 05:00,43,105,N/A,1.02,52
174,2022-01-08,05:00 - 06:00,39,106,1,2.04,55
175,2022-01-08,06:00 - 07:00,41,105,1,2.09,55
176,2022-01-08,07:00 - 08:00,39,104,2,1.35,49
177,2022-01-08,08:00 - 09:00,42,110,5,1.34,43
178,2022-01-08,09:00 - 10:00,47,99,9,0.97,44
179,2022-01-08,10:00 - 11:00,43,90,12,0.99,48
180,2022-01-08,11:00 - 12:00,39,93,18,0.83,47
181,2022-01-08,12:00 - 13:00,38,83,22,0.83,54
182,2022-01-08,13:00 - 14:00,35,81,24,0.65,47
183,2022-01-08,14:00 - 15:00,37,77,24,0.57,44
184,2022-01-08,15:00 - 16:00,36,71,23,0.58,46
185,2022-01-08,16:00 - 17:00,27,64,22,0.79,54
186,2022-01-08,17:00 - 18:00,27,67,12,1.27,66
187,2022-01-08,18:00 - 19:00,35,76,20,1.34,76
188,2022-01-08,19:00 - 20:00,39,79,11,1.68,82
189,2022-01-08,20:00 - 21:00,42,87,5,1.74,88
190,2022-01-08,21:00 - 22:00,42,97,3,1.7,82
191,2022-01-08,22:00 - 23:00,43,107,3,1.67,74
192,2022-01-08,23:00 - 24:00,40,111,5,1.31,69
193,2022-01-09,00:00 - 01:00,46,105,5,1.23,67
194,2022-01-09,01:00 - 02:00,50,114,4,1.55,70
195,2022-01-09,02:00 - 03:00,53,119,3,N/A,N/A
196,2022-01-09,03:00 - 04:00,59,117,N/A,1.79,60
197,2022-01-09,04:00 - 05:00,56,116,2,1.78,65
198,2022-01-09,05:00 - 06:00,51,122,2,2,63
199,2022-01-09,06:00 - 07:00,59,132,2,2.09,60
200,2022-01-09,07:00 - 08:00,67,143,2,2.16,60
201,2022-01-09,08:00 - 09:00,76,140,5,1.67,56
202,2022-01-09,09:00 - 10:00,75,142,11,1.05,51
203,2022-01-09,10:00 - 11:00,65,129,17,0.92,45
204,2022-01-09,11:00 - 12:00,56,117,22,0.69,46
205,2022-01-09,12:00 - 13:00,47,90,24,0.65,50
206,2022-01-09,13:00 - 14:00,38,79,34,0.64,38
207,2022-01-09,14:00 - 15:00,41,72,32,0.46,34
208,2022-01-09,15:00 - 16:00,35,68,25,0.56,41
209,2022-01-09,16:00 - 17:00,29,69,21,0.62,41
210,2022-01-09,17:00 - 18:00,28,61,15,1.01,49
211,2022-01-09,18:00 - 19:00,30,62,6,1.44,65
212,2022-01-09,19:00 - 20:00,32,70,2,1.99,65
213,2022-01-09,20:00 - 21:00,25,71,1,2.01,70
214,2022-01-09,21:00 - 22:00,37,83,1,2.02,70
215,2022-01-09,22:00 - 23:00,39,90,2,1.52,65
216,2022-01-09,23:00 - 24:00,41,98,1,1.57,64
217,2022-01-10,00:00 - 01:00,45,101,1,1.56,61
218,2022-01-10,01:00 - 02:00,40,96,1,N/A,N/A
219,2022-01-10,02:00 - 03:00,48,92,N/A,N/A,N/A
220,2022-01-10,03:00 - 04:00,41,83,N/A,N/A,N/A
221,2022-01-10,04:00 - 05:00,45,91,1,1.76,63
222,2022-01-10,05:00 - 06:00,47,115,1,2.16,66
223,2022-01-10,06:00 - 07:00,52,127,2,2.98,69
224,2022-01-10,07:00 - 08:00,72,137,3,4.05,65
225,2022-01-10,08:00 - 09:00,94,154,4,2.55,70
226,2022-01-10,09:00 - 10:00,85,148,10,1.72,65
227,2022-01-10,10:00 - 11:00,71,117,13,1.38,65
228,2022-01-10,11:00 - 12:00,46,85,16,0.98,56
229,2022-01-10,12:00 - 13:00,33,73,25,0.8,54
230,2022-01-10,13:00 - 14:00,30,65,22,0.85,62
231,2022-01-10,14:00 - 15:00,28,60,19,1,68
232,2022-01-10,15:00 - 16:00,31,59,37,1.01,57
233,2022-01-10,16:00 - 17:00,34,67,36,1.31,57
234,2022-01-10,17:00 - 18:00,38,82,27,1.87,63
235,2022-01-10,18:00 - 19:00,53,92,24,1.5,46
236,2022-01-10,19:00 - 20:00,49,89,9,1.16,49
237,2022-01-10,20:00 - 21:00,38,78,7,0.9,43
238,2022-01-10,21:00 - 22:00,31,72,2,1.06,49
239,2022-01-10,22:00 - 23:00,32,74,2,0.93,45
240,2022-01-10,23:00 - 24:00,36,76,1,1.38,49
241,2022-01-11,00:00 - 01:00,34,76,1,N/A,N/A
242,2022-01-11,01:00 - 02:00,36,76,N/A,0.99,50
243,2022-01-11,02:00 - 03:00,37,74,3,0.96,52
244,2022-01-11,03:00 - 04:00,30,73,3,1.03,60
245,2022-01-11,04:00 - 05:00,25,81,3,1.37,64
246,2022-01-11,05:00 - 06:00,29,90,3,2.21,59
247,2022-01-11,06:00 - 07:00,36,93,3,2.32,55
248,2022-01-11,07:00 - 08:00,44,105,5,2.91,54
249,2022-01-11,08:00 - 09:00,59,121,7,2.01,59
250,2022-01-11,09:00 - 10:00,71,126,8,2.09,69
251,2022-01-11,10:00 - 11:00,73,123,12,1.62,65
252,2022-01-11,11:00 - 12:00,66,116,16,1.13,59
253,2022-01-11,12:00 - 13:00,50,106,21,0.94,61
254,2022-01-11,13:00 - 14:00,40,90,22,0.9,56
255,2022-01-11,14:00 - 15:00,35,80,21,0.71,50
256,2022-01-11,15:00 - 16:00,31,73,21,1.1,49
257,2022-01-11,16:00 - 17:00,32,73,20,1.05,58
258,2022-01-11,17:00 - 18:00,30,76,14,1.28,67
259,2022-01-11,18:00 - 19:00,32,76,5,2.22,78
260,2022-01-11,19:00 - 20:00,34,79,19,1.34,45
261,2022-01-11,20:00 - 21:00,32,78,24,0.96,35
262,2022-01-11,21:00 - 22:00,30,75,22,0.92,39
263,2022-01-11,22:00 - 23:00,29,73,19,0.91,44
264,2022-01-11,23:00 - 24:00,34,71,N/A,N/A,N/A
265,2022-01-12,00:00 - 01:00,35,75,N/A,N/A,N/A
266,2022-01-12,01:00 - 02:00,39,81,N/A,N/A,N/A
267,2022-01-12,02:00 - 03:00,43,79,N/A,N/A,N/A
268,2022-01-12,03:00 - 04:00,37,78,N/A,N/A,N/A
269,2022-01-12,04:00 - 05:00,36,81,N/A,N/A,N/A
270,2022-01-12,05:00 - 06:00,35,78,N/A,N/A,N/A
271,2022-01-12,06:00 - 07:00,33,73,N/A,N/A,N/A
272,2022-01-12,07:00 - 08:00,48,85,12,1.88,39
273,2022-01-12,08:00 - 09:00,71,100,7,2.17,50
274,2022-01-12,09:00 - 10:00,65,129,10,1.92,64
275,2022-01-12,10:00 - 11:00,47,131,14,1.39,54
276,2022-01-12,11:00 - 12:00,40,106,20,1.07,46
277,2022-01-12,12:00 - 13:00,29,67,22,0.97,45
278,2022-01-12,13:00 - 14:00,30,50,26,0.81,39
279,2022-01-12,14:00 - 15:00,38,60,20,0.94,48
280,2022-01-12,15:00 - 16:00,32,60,21,1.06,49
281,2022-01-12,16:00 - 17:00,34,62,19,1.11,59
282,2022-01-12,17:00 - 18:00,37,62,19,1.21,49
283,2022-01-12,18:00 - 19:00,33,59,11,N/A,N/A
284,2022-01-12,19:00 - 20:00,34,70,N/A,1.88,58
285,2022-01-12,20:00 - 21:00,46,85,3,1.89,57
286,2022-01-12,21:00 - 22:00,39,87,2,1.93,57
287,2022-01-12,22:00 - 23:00,43,94,3,1.36,48
288,2022-01-12,23:00 - 24:00,45,94,5,0.99,42
289,2022-01-13,00:00 - 01:00,41,85,7,0.89,36
290,2022-01-13,01:00 - 02:00,42,74,17,0.85,30
291,2022-01-13,02:00 - 03:00,32,62,22,0.73,20
292,2022-01-13,03:00 - 04:00,25,52,22,0.66,14
293,2022-01-13,04:00 - 05:00,27,51,2,1.11,35
294,2022-01-13,05:00 - 06:00,32,64,4,1.31,34
295,2022-01-13,06:00 - 07:00,60,99,4,1.78,36
296,2022-01-13,07:00 - 08:00,60,106,4,2.49,42
297,2022-01-13,08:00 - 09:00,61,116,6,2.66,47
298,2022-01-13,09:00 - 10:00,64,125,10,1.56,41
299,2022-01-13,10:00 - 11:00,60,116,13,1.34,45
300,2022-01-13,11:00 - 12:00,48,88,18,1.01,39
301,2022-01-13,12:00 - 13:00,38,83,20,0.96,46
302,2022-01-13,13:00 - 14:00,34,65,26,1.04,52
303,2022-01-13,14:00 - 15:00,38,69,29,1.05,51
304,2022-01-13,15:00 - 16:00,37,66,27,1.19,56
305,2022-01-13,16:00 - 17:00,41,65,18,1.42,65
306,2022-01-13,17:00 - 18:00,36,61,12,N/A,N/A
307,2022-01-13,18:00 - 19:00,31,66,N/A,1.44,32
308,2022-01-13,19:00 - 20:00,43,90,28,1.23,22
309,2022-01-13,20:00 - 21:00,44,88,28,1.08,20
310,2022-01-13,21:00 - 22:00,41,80,20,0.89,19
311,2022-01-13,22:00 - 23:00,36,70,20,0.92,17
312,2022-01-13,23:00 - 24:00,30,60,20,0.77,19
313,2022-01-14,00:00 - 01:00,28,55,18,0.75,20
314,2022-01-14,01:00 - 02:00,26,53,19,0.59,20
315,2022-01-14,02:00 - 03:00,25,54,12,0.67,30
316,2022-01-14,03:00 - 04:00,23,46,10,0.76,33
317,2022-01-14,04:00 - 05:00,29,59,7,1.19,41
318,2022-01-14,05:00 - 06:00,31,64,5,1.57,46
319,2022-01-14,06:00 - 07:00,34,83,6,1.52,40
320,2022-01-14,07:00 - 08:00,41,88,6,2.2,45
321,2022-01-14,08:00 - 09:00,44,96,8,2.3,45
322,2022-01-14,09:00 - 10:00,47,99,9,1.59,47
323,2022-01-14,10:00 - 11:00,39,99,14,1.08,42
324,2022-01-14,11:00 - 12:00,39,88,17,1.05,46
325,2022-01-14,12:00 - 13:00,38,78,23,0.94,50
326,2022-01-14,13:00 - 14:00,32,73,24,1.16,58
327,2022-01-14,14:00 - 15:00,37,72,24,1.07,58
328,2022-01-14,15:00 - 16:00,35,67,27,0.89,48
329,2022-01-14,16:00 - 17:00,36,64,21,N/A,N/A
330,2022-01-14,17:00 - 18:00,32,57,N/A,1.5,66
331,2022-01-14,18:00 - 19:00,28,74,21,1.59,50
332,2022-01-14,19:00 - 20:00,37,79,30,1.66,39
333,2022-01-14,20:00 - 21:00,42,90,34,1.06,30
334,2022-01-14,21:00 - 22:00,47,81,30,0.98,24
335,2022-01-14,22:00 - 23:00,54,75,22,0.91,21
336,2022-01-14,23:00 - 24:00,36,66,18,0.81,27
337,2022-01-15,00:00 - 01:00,28,59,16,0.83,28
338,2022-01-15,01:00 - 02:00,28,52,12,0.75,32
339,2022-01-15,02:00 - 03:00,22,50,16,0.72,29
340,2022-01-15,03:00 - 04:00,23,47,11,0.92,37
341,2022-01-15,04:00 - 05:00,26,47,5,1.22,41
342,2022-01-15,05:00 - 06:00,30,68,6,1.26,38
343,2022-01-15,06:00 - 07:00,42,87,5,1.9,41
344,2022-01-15,07:00 - 08:00,51,90,3,2.01,45
345,2022-01-15,08:00 - 09:00,49,97,5,2.06,46
346,2022-01-15,09:00 - 10:00,55,104,14,1.46,44
347,2022-01-15,10:00 - 11:00,47,103,15,1.22,49
348,2022-01-15,11:00 - 12:00,42,89,21,0.89,44
349,2022-01-15,12:00 - 13:00,40,80,22,0.88,53
350,2022-01-15,13:00 - 14:00,39,78,25,1,55
351,2022-01-15,14:00 - 15:00,34,70,32,0.99,59
352,2022-01-15,15:00 - 16:00,36,68,34,N/A,N/A
353,2022-01-15,16:00 - 17:00,38,69,N/A,1.04,63
354,2022-01-15,17:00 - 18:00,35,61,14,1.34,75
355,2022-01-15,18:00 - 19:00,31,72,29,1.68,53
356,2022-01-15,19:00 - 20:00,29,79,47,1.16,30
357,2022-01-15,20:00 - 21:00,35,72,47,1.01,26
358,2022-01-15,21:00 - 22:00,39,72,36,0.89,21
359,2022-01-15,22:00 - 23:00,43,66,32,0.89,20
360,2022-01-15,23:00 - 24:00,32,62,31,0.85,19
361,2022-01-16,00:00 - 01:00,26,58,27,0.78,22
362,2022-01-16,01:00 - 02:00,27,53,22,0.78,27
363,2022-01-16,02:00 - 03:00,24,46,10,0.95,37
364,2022-01-16,03:00 - 04:00,24,50,18,1.44,24
365,2022-01-16,04:00 - 05:00,29,61,18,1.4,25
366,2022-01-16,05:00 - 06:00,36,55,4,1.51,40
367,2022-01-16,06:00 - 07:00,39,73,5,1.8,42
368,2022-01-16,07:00 - 08:00,46,79,5,2.06,46
369,2022-01-16,08:00 - 09:00,52,92,7,2,46
370,2022-01-16,09:00 - 10:00,48,100,16,1.24,37
371,2022-01-16,10:00 - 11:00,44,101,26,1.07,36
372,2022-01-16,11:00 - 12:00,40,82,25,1.16,44
373,2022-01-16,12:00 - 13:00,43,82,33,1.06,43
374,2022-01-16,13:00 - 14:00,48,74,38,1.01,43
375,2022-01-16,14:00 - 15:00,46,71,43,N/A,N/A
376,2022-01-16,15:00 - 16:00,43,81,N/A,0.87,24
377,2022-01-16,16:00 - 17:00,50,81,45,1.04,25
378,2022-01-16,17:00 - 18:00,43,71,42,1.08,27
379,2022-01-16,18:00 - 19:00,38,75,27,1.39,41
380,2022-01-16,19:00 - 20:00,37,67,28,1.15,38
381,2022-01-16,20:00 - 21:00,38,70,11,1.41,52
382,2022-01-16,21:00 - 22:00,47,74,13,1.18,42
383,2022-01-16,22:00 - 23:00,48,76,2,1.57,51
384,2022-01-16,23:00 - 24:00,40,74,3,1.43,58
385,2022-01-17,00:00 - 01:00,39,67,6,1.21,57
386,2022-01-17,01:00 - 02:00,38,66,13,0.92,39
387,2022-01-17,02:00 - 03:00,39,76,9,0.94,48
388,2022-01-17,03:00 - 04:00,43,75,9,0.99,47
389,2022-01-17,04:00 - 05:00,45,76,6,1.31,44
390,2022-01-17,05:00 - 06:00,44,85,6,1.72,43
391,2022-01-17,06:00 - 07:00,49,85,5,2.48,52
392,2022-01-17,07:00 - 08:00,55,97,5,3.23,49
393,2022-01-17,08:00 - 09:00,61,121,5,3.08,57
394,2022-01-17,09:00 - 10:00,68,120,7,1.9,63
395,2022-01-17,10:00 - 11:00,75,120,13,1.55,64
396,2022-01-17,11:00 - 12:00,72,113,24,1.31,62
397,2022-01-17,12:00 - 13:00,65,105,23,1.2,68
398,2022-01-17,13:00 - 14:00,67,92,23,N/A,N/A
399,2022-01-17,14:00 - 15:00,54,83,N/A,0.99,58
400,2022-01-17,15:00 - 16:00,48,77,23,0.96,52
401,2022-01-17,16:00 - 17:00,43,76,20,0.94,50
402,2022-01-17,17:00 - 18:00,32,70,15,1.17,60
403,2022-01-17,18:00 - 19:00,34,72,6,2.14,74
404,2022-01-17,19:00 - 20:00,41,78,4,2.38,78
405,2022-01-17,20:00 - 21:00,45,96,3,2.4,83
406,2022-01-17,21:00 - 22:00,54,107,3,2.19,83
407,2022-01-17,22:00 - 23:00,63,116,3,1.97,77
408,2022-01-17,23:00 - 24:00,58,133,2,1.88,70
409,2022-01-18,00:00 - 01:00,61,132,6,1.11,55
410,2022-01-18,01:00 - 02:00,51,122,9,0.77,38
411,2022-01-18,02:00 - 03:00,47,110,7,0.78,36
412,2022-01-18,03:00 - 04:00,44,108,4,1.03,36
413,2022-01-18,04:00 - 05:00,55,118,3,1.19,40
414,2022-01-18,05:00 - 06:00,53,117,3,1.42,45
415,2022-01-18,06:00 - 07:00,59,110,3,1.77,43
416,2022-01-18,07:00 - 08:00,54,110,3,1.76,42
417,2022-01-18,08:00 - 09:00,53,113,6,1.56,50
418,2022-01-18,09:00 - 10:00,50,106,11,1.28,58
419,2022-01-18,10:00 - 11:00,47,95,15,0.87,49
420,2022-01-18,11:00 - 12:00,44,85,16,0.89,48
421,2022-01-18,12:00 - 13:00,45,85,18,N/A,N/A
422,2022-01-18,13:00 - 14:00,37,76,N/A,0.86,48
423,2022-01-18,14:00 - 15:00,36,69,19,0.91,49
424,2022-01-18,15:00 - 16:00,28,64,17,1.02,52
425,2022-01-18,16:00 - 17:00,25,60,19,0.97,55
426,2022-01-18,17:00 - 18:00,28,56,21,0.82,47
427,2022-01-18,18:00 - 19:00,23,64,10,1.21,55
428,2022-01-18,19:00 - 20:00,30,67,6,1.61,55
429,2022-01-18,20:00 - 21:00,32,73,5,1.29,56
430,2022-01-18,21:00 - 22:00,31,74,4,1.4,54
431,2022-01-18,22:00 - 23:00,35,85,3,1.27,51
432,2022-01-18,23:00 - 24:00,37,93,5,1.31,59
433,2022-01-19,00:00 - 01:00,40,98,11,1.18,55
434,2022-01-19,01:00 - 02:00,38,89,14,0.88,45
435,2022-01-19,02:00 - 03:00,34,84,11,0.77,38
436,2022-01-19,03:00 - 04:00,36,72,13,0.78,29
437,2022-01-19,04:00 - 05:00,43,67,12,0.91,29
438,2022-01-19,05:00 - 06:00,34,68,7,1.15,36
