datetime,PM2.5,PM10,O3,CO,NO2
2022-02-21 13:00:00,29,47,20.0,2.13,14.0
2022-02-21 14:00:00,22,43,18.0,2.39,23.0
2022-02-21 15:00:00,19,45,17.0,2.41,31.0
2022-02-21 16:00:00,24,48,17.0,2.47,35.0
2022-02-21 17:00:00,25,47,15.0,2.61,34.0
2022-02-21 18:00:00,30,53,11.0,2.94,29.0
2022-02-21 19:00:00,24,60,8.0,2.93,32.0
2022-02-21 20:00:00,49,65,7.0,3.11,28.0
2022-02-21 21:00:00,42,64,6.0,2.68,23.0
2022-02-21 22:00:00,36,65,8.0,2.37,22.0
2022-02-21 23:00:00,28,63,7.0,2.27,18.0
2022-02-22 00:00:00,25,55,8.0,2.27,18.0
2022-02-22 01:00:00,30,57,8.0,1.97,11.0
2022-02-22 02:00:00,32,51,9.0,1.96,11.0
2022-02-22 03:00:00,35,47,10.0,1.97,13.0
2022-02-22 04:00:00,26,44,7.0,2.05,16.0
2022-02-22 05:00:00,27,42,5.0,2.26,20.0
2022-02-22 06:00:00,24,51,3.0,2.76,32.0
2022-02-22 07:00:00,23,60,3.0,3.09,33.0
2022-02-22 08:00:00,33,59,3.0,3.04,28.0
2022-02-22 09:00:00,46,66,4.0,3.07,34.0
2022-02-22 10:00:00,47,74,5.0,3.1,40.0
2022-02-22 11:00:00,53,76,8.0,2.83,39.0
2022-02-22 12:00:00,51,86,13.0,2.71,41.0
2022-02-22 13:00:00,37,86,20.0,2.75,43.0
2022-02-22 14:00:00,32,83,19.0,2.73,47.0
2022-02-22 15:00:00,26,78,20.0,2.6,43.0
2022-02-22 16:00:00,24,70,14.0,2.86,50.0
2022-02-22 17:00:00,25,64,13.0,2.92,47.0
2022-02-22 18:00:00,32,67,19.0,2.97,52.0
2022-02-22 19:00:00,29,79,10.0,3.22,51.0
2022-02-22 20:00:00,33,87,8.0,3.23,53.0
2022-02-22 21:00:00,29,84,4.0,3.45,56.0
2022-02-22 22:00:00,32,88,6.0,3.08,47.0
2022-02-22 23:00:00,33,90,3.0,3.08,47.0
2022-02-23 00:00:00,40,93,3.0,3.08,44.0
2022-02-23 01:00:00,50,97,4.0,2.97,38.0
2022-02-23 02:00:00,48,94,4.0,2.91,35.0
2022-02-23 03:00:00,49,86,4.0,2.87,33.0
2022-02-23 04:00:00,41,88,5.0,2.88,36.0
2022-02-23 05:00:00,38,79,5.0,3.0,36.0
2022-02-23 06:00:00,37,72,6.0,3.37,37.0
2022-02-23 07:00:00,41,71,4.0,3.82,39.0
2022-02-23 08:00:00,38,78,3.0,4.14,42.0
2022-02-23 09:00:00,51,94,5.0,3.54,46.0
