datetime,PM10,PM2.5,CO,NO2,NO,NOX
2021-10-16 00:00:00,57,15,0,22,6,27
2021-10-16 01:00:00,64,12,0,19,1,20
2021-10-16 02:00:00,48,12,0,14,4,18
2021-10-16 03:00:00,27,11,0,10,2,12
2021-10-16 04:00:00,47,12,0,16,7,23
2021-10-16 05:00:00,54,13,0,18,19,36
2021-10-16 06:00:00,58,14,0,18,45,63
2021-10-16 07:00:00,64,18,0,17,60,78
2021-10-16 08:00:00,75,23,1,17,76,93
2021-10-16 09:00:00,79,28,1,22,54,76
2021-10-16 10:00:00,74,22,1,26,34,60
2021-10-16 11:00:00,61,18,1,26,27,53
2021-10-16 12:00:00,62,16,1,24,26,50
2021-10-16 13:00:00,56,16,2,22,16,38
2021-10-16 14:00:00,40,14,2,21,21,42
2021-10-16 15:00:00,47,12,2,20,20,40
2021-10-16 16:00:00,56,12,2,22,19,41
2021-10-16 17:00:00,40,17,1,20,15,35
2021-10-16 18:00:00,50,15,1,18,18,36
2021-10-16 19:00:00,54,13,1,19,26,44
2021-10-16 20:00:00,45,10,1,17,10,27
2021-10-16 21:00:00,42,11,0,17,13,30
2021-10-16 22:00:00,38,13,0,16,7,23
2021-10-16 23:00:00,36,13,0,18,18,36
2021-10-17 00:00:00,34,15,0,18,12,30
2021-10-17 01:00:00,41,14,0,11,1,12
2021-10-17 02:00:00,27,8,0,6,0,6
2021-10-17 03:00:00,21,5,0,8,1,9
2021-10-17 04:00:00,21,7,0,5,0,6
2021-10-17 05:00:00,24,7,0,17,25,42
2021-10-17 06:00:00,29,6,0,22,61,83
2021-10-17 07:00:00,27,11,0,18,29,47
2021-10-17 08:00:00,32,10,1,23,80,104
2021-10-17 09:00:00,38,12,1,22,49,72
2021-10-17 10:00:00,32,10,1,25,36,60
2021-10-17 11:00:00,32,9,1,35,87,122
2021-10-17 12:00:00,51,19,1,32,40,72
2021-10-17 13:00:00,34,15,1,33,43,76
2021-10-17 14:00:00,49,12,1,34,45,78
2021-10-17 15:00:00,46,13,1,33,35,68
2021-10-17 16:00:00,43,11,1,39,40,79
2021-10-17 17:00:00,41,11,1,39,28,67
2021-10-17 18:00:00,38,11,1,36,23,58
2021-10-17 19:00:00,36,14,1,39,26,65
2021-10-17 20:00:00,33,11,1,35,14,49
2021-10-17 21:00:00,29,11,1,36,13,49
2021-10-17 22:00:00,32,13,1,34,15,49
2021-10-17 23:00:00,39,20,1,33,16,49
2021-10-18 00:00:00,32,13,1,36,19,55
2021-10-18 01:00:00,38,13,0,27,5,32
2021-10-18 02:00:00,39,10,0,18,1,19
2021-10-18 03:00:00,34,9,0,20,3,24
2021-10-18 04:00:00,31,11,0,25,20,45
2021-10-18 05:00:00,40,13,0,30,55,85
2021-10-18 06:00:00,43,15,1,38,94,132
2021-10-18 07:00:00,50,15,1,39,121,160
2021-10-18 08:00:00,39,17,1,42,101,143
2021-10-18 09:00:00,44,17,1,41,87,127
2021-10-18 10:00:00,51,15,1,32,41,73
2021-10-18 11:00:00,58,11,1,31,35,66
2021-10-18 12:00:00,54,13,1,36,45,81
2021-10-18 13:00:00,50,15,1,33,23,56
2021-10-18 14:00:00,45,12,1,33,20,53
2021-10-18 15:00:00,40,10,1,37,36,73
2021-10-18 16:00:00,50,14,1,49,72,121
2021-10-18 17:00:00,70,19,1,52,86,138
2021-10-18 18:00:00,76,19,1,53,110,164
2021-10-18 19:00:00,90,23,1,50,97,147
2021-10-18 20:00:00,79,24,1,48,132,180
2021-10-18 21:00:00,101,29,1,47,128,175
2021-10-18 22:00:00,96,25,1,42,94,136
2021-10-18 23:00:00,100,23,1,37,63,100
2021-10-19 00:00:00,85,20,1,34,44,78
2021-10-19 01:00:00,67,18,1,31,24,55
2021-10-19 02:00:00,58,14,1,29,25,54
2021-10-19 03:00:00,66,13,0,25,14,40
2021-10-19 04:00:00,52,14,0,27,55,82
2021-10-19 05:00:00,71,14,1,29,81,110
2021-10-19 06:00:00,66,16,1,32,135,168
2021-10-19 07:00:00,76,19,1,32,142,174
2021-10-19 08:00:00,85,18,1,33,105,138
2021-10-19 09:00:00,75,19,2,36,119,154
2021-10-19 10:00:00,81,22,1,37,97,134
2021-10-19 11:00:00,76,21,1,41,102,143
2021-10-19 12:00:00,82,21,1,45,106,151
2021-10-19 13:00:00,81,26,1,45,55,99
2021-10-19 14:00:00,70,19,1,46,28,74
2021-10-19 15:00:00,58,19,1,61,58,119
2021-10-19 16:00:00,84,27,2,71,107,178
2021-10-19 17:00:00,108,31,2,67,123,190
2021-10-19 18:00:00,140,34,2,68,108,176
2021-10-19 19:00:00,151,35,2,64,98,163
2021-10-19 20:00:00,117,33,1,61,78,140
2021-10-19 21:00:00,108,33,1,60,74,133
2021-10-19 22:00:00,102,30,1,58,45,104
2021-10-19 23:00:00,105,30,1,52,40,92
2021-10-20 00:00:00,96,33,1,46,21,68
2021-10-20 01:00:00,93,32,1,33,3,37
2021-10-20 02:00:00,79,22,1,33,6,39
2021-10-20 02:00:00,79,22,1,33,6,39
2021-10-20 03:00:00,68,26,1,32,11,42
2021-10-20 04:00:00,78,29,1,28,36,65
2021-10-20 05:00:00,97,30,1,32,95,127
2021-10-20 06:00:00,94,30,1,34,134,168
2021-10-20 07:00:00,109,32,2,34,175,209
2021-10-20 08:00:00,104,28,2,41,144,185
2021-10-20 09:00:00,70,20,1,39,81,120
2021-10-20 10:00:00,61,21,1,52,112,164
2021-10-20 11:00:00,69,24,1,58,84,142
2021-10-20 12:00:00,87,24,1,68,80,148
2021-10-20 13:00:00,72,24,1,60,39,99
2021-10-20 14:00:00,70,24,1,54,29,83
2021-10-20 15:00:00,78,21,1,72,45,117
2021-10-20 16:00:00,89,24,1,68,40,108
2021-10-20 17:00:00,82,27,1,81,77,158
2021-10-20 18:00:00,97,35,2,78,97,176
2021-10-20 19:00:00,106,33,2,77,98,175
2021-10-20 20:00:00,116,33,1,66,52,117
2021-10-20 21:00:00,87,35,1,54,3,57
2021-10-20 22:00:00,72,33,1,51,9,60
2021-10-20 23:00:00,93,36,1,40,1,41
2021-10-21 00:00:00,119,39,1,41,2,43
2021-10-21 01:00:00,115,39,1,41,3,44
2021-10-21 02:00:00,114,38,1,37,2,39
2021-10-21 03:00:00,110,42,1,31,0,31
2021-10-21 04:00:00,132,49,1,21,1,21
2021-10-21 05:00:00,123,40,1,33,8,41
2021-10-21 06:00:00,80,31,1,50,54,103
2021-10-21 07:00:00,71,23,1,42,35,76
2021-10-21 08:00:00,48,23,1,50,114,164
2021-10-21 09:00:00,79,28,1,51,63,114
2021-10-21 10:00:00,73,28,1,48,20,68
2021-10-21 11:00:00,70,32,1,74,85,159
2021-10-21 12:00:00,96,37,1,76,63,138
2021-10-21 13:00:00,85,33,1,61,29,90
2021-10-21 14:00:00,77,30,2,53,21,74
2021-10-21 15:00:00,64,25,2,63,27,89
2021-10-21 16:00:00,72,30,2,68,33,102
2021-10-21 17:00:00,75,31,1,55,18,70
2021-10-21 18:00:00,68,32,1,42,11,53
2021-10-21 19:00:00,56,21,1,57,17,74
2021-10-21 20:00:00,66,30,1,63,11,73
2021-10-21 21:00:00,76,32,1,37,1,38
2021-10-21 22:00:00,63,25,0,41,13,54
2021-10-21 23:00:00,68,21,0,33,4,38
2021-10-22 00:00:00,52,15,0,20,0,20
2021-10-22 01:00:00,48,13,0,20,0,20
2021-10-22 02:00:00,43,13,0,24,3,27
2021-10-22 03:00:00,42,11,0,31,7,38
2021-10-22 04:00:00,53,15,0,26,4,30
2021-10-22 05:00:00,48,15,0,33,22,55
2021-10-22 06:00:00,58,16,0,34,44,79
2021-10-22 07:00:00,76,23,1,32,44,76
2021-10-22 08:00:00,69,28,1,31,38,68
2021-10-22 09:00:00,77,27,1,35,32,67
2021-10-22 10:00:00,77,23,1,33,19,52
2021-10-22 11:00:00,56,18,1,46,27,73
2021-10-22 12:00:00,69,23,1,43,8,51
2021-10-22 13:00:00,66,26,1,36,4,39
2021-10-22 14:00:00,63,24,1,42,37,79
2021-10-22 15:00:00,54,20,1,53,61,115
2021-10-22 16:00:00,71,22,1,61,43,105
2021-10-22 17:00:00,77,25,1,49,35,84
2021-10-22 18:00:00,59,25,1,29,30,59
2021-10-22 19:00:00,50,15,1,39,115,154
2021-10-22 20:00:00,65,16,1,35,59,94
2021-10-22 21:00:00,61,18,1,33,56,88
2021-10-22 22:00:00,47,18,1,32,52,84
2021-10-22 23:00:00,43,18,1,29,26,54
2021-10-23 00:00:00,58,16,0,30,44,74
2021-10-23 01:00:00,60,16,0,28,45,73
2021-10-23 02:00:00,56,17,0,25,15,40
2021-10-23 03:00:00,47,16,0,24,17,41
2021-10-23 04:00:00,48,17,0,23,20,43
2021-10-23 05:00:00,54,22,0,25,58,83
2021-10-23 06:00:00,73,29,0,23,62,85
2021-10-23 07:00:00,74,23,1,26,100,125
2021-10-23 08:00:00,89,24,1,26,77,103
2021-10-23 09:00:00,93,30,1,22,39,61
2021-10-23 10:00:00,68,24,0,20,20,40
2021-10-23 11:00:00,59,16,0,18,11,29
2021-10-23 12:00:00,47,15,0,14,2,16
2021-10-23 13:00:00,39,12,1,13,1,14
2021-10-23 14:00:00,43,12,1,10,1,11
2021-10-23 15:00:00,36,9,1,11,2,14
2021-10-23 16:00:00,34,9,0,12,2,14
2021-10-23 17:00:00,37,9,0,14,2,15
2021-10-23 18:00:00,31,10,0,12,1,13
2021-10-23 19:00:00,35,10,0,20,6,26
2021-10-23 20:00:00,37,9,0,18,3,22
2021-10-23 21:00:00,36,9,0,19,6,25
2021-10-23 22:00:00,35,9,0,16,4,20
2021-10-23 23:00:00,31,11,0,9,1,9
2021-10-24 00:00:00,37,9,0,4,0,5
2021-10-24 01:00:00,35,10,0,3,2,4
2021-10-24 02:00:00,26,8,0,1,0,1
2021-10-24 03:00:00,25,7,0,2,0,2
2021-10-24 04:00:00,31,9,0,8,0,8
2021-10-24 05:00:00,39,11,0,13,3,16
2021-10-24 06:00:00,40,12,0,13,3,16
2021-10-24 07:00:00,38,11,0,16,10,25
2021-10-24 08:00:00,46,13,0,22,25,47
2021-10-24 09:00:00,47,14,1,22,20,42
2021-10-24 10:00:00,54,17,1,24,22,46
2021-10-24 11:00:00,55,18,1,18,4,22
2021-10-24 12:00:00,37,16,1,19,5,24
2021-10-24 13:00:00,39,12,1,20,3,23
2021-10-24 14:00:00,26,8,1,20,7,27
2021-10-24 15:00:00,31,10,1,46,12,58
2021-10-24 16:00:00,71,17,1,49,12,61
2021-10-24 17:00:00,65,18,1,41,12,53
2021-10-24 18:00:00,44,14,1,54,23,77
2021-10-24 19:00:00,75,20,1,47,18,65
2021-10-24 20:00:00,68,16,1,46,37,83
2021-10-24 21:00:00,71,23,1,33,5,39
2021-10-24 22:00:00,59,20,0,33,9,41
2021-10-24 23:00:00,59,22,0,25,5,31
2021-10-25 00:00:00,52,20,0,5,1,5
2021-10-25 01:00:00,27,12,0,2,1,3
2021-10-25 02:00:00,32,16,0,2,0,2
2021-10-25 03:00:00,39,14,0,2,0,2
2021-10-25 04:00:00,32,12,0,5,1,5
2021-10-25 05:00:00,35,14,0,19,8,27
2021-10-25 06:00:00,35,15,0,25,17,43
2021-10-25 07:00:00,42,17,1,31,27,59
2021-10-25 08:00:00,50,18,1,38,43,81
2021-10-25 09:00:00,54,15,1,39,36,75
2021-10-25 10:00:00,51,16,1,30,14,45
2021-10-25 11:00:00,43,15,1,28,9,37
2021-10-25 12:00:00,42,12,1,29,10,39
2021-10-25 13:00:00,38,11,2,30,12,43
2021-10-25 14:00:00,38,10,2,32,16,49
2021-10-25 15:00:00,37,14,1,48,15,63
2021-10-25 16:00:00,58,20,1,63,20,83
2021-10-25 17:00:00,78,27,1,56,22,78
2021-10-25 18:00:00,68,23,1,33,4,37
2021-10-25 19:00:00,56,22,1,58,30,88
2021-10-25 20:00:00,74,19,1,59,35,94
2021-10-25 21:00:00,68,23,1,47,22,69
2021-10-25 22:00:00,65,23,0,35,7,42
2021-10-25 23:00:00,57,25,0,24,1,26
2021-10-26 00:00:00,50,22,0,8,5,13
2021-10-26 01:00:00,45,19,0,10,1,11
2021-10-26 02:00:00,36,16,0,1,0,1
2021-10-26 02:00:00,36,16,0,1,0,1
2021-10-26 03:00:00,46,18,0,6,1,6
2021-10-26 04:00:00,47,17,0,11,1,12
2021-10-26 05:00:00,44,19,0,16,3,20
2021-10-26 06:00:00,45,21,0,34,25,59
2021-10-26 07:00:00,57,21,0,30,17,47
2021-10-26 08:00:00,64,22,1,35,29,64
2021-10-26 09:00:00,58,23,1,42,34,77
2021-10-26 10:00:00,56,23,1,32,16,47
2021-10-26 11:00:00,55,24,1,38,18,56
2021-10-26 12:00:00,48,19,1,36,14,49
2021-10-26 13:00:00,54,22,2,56,32,88
2021-10-26 14:00:00,60,22,1,43,12,55
2021-10-26 15:00:00,55,14,1,45,15,60
2021-10-26 16:00:00,54,21,1,80,17,98
2021-10-26 17:00:00,86,35,1,94,27,121
2021-10-26 18:00:00,91,37,1,81,25,106
2021-10-26 19:00:00,89,29,1,79,52,131
2021-10-26 20:00:00,96,29,1,67,56,123
2021-10-26 21:00:00,88,26,1,57,50,107
2021-10-26 22:00:00,82,31,1,43,32,76
2021-10-26 23:00:00,63,22,0,32,16,48
2021-10-27 00:00:00,51,21,0,22,4,26
2021-10-27 01:00:00,49,21,0,20,1,21
2021-10-27 02:00:00,46,21,0,19,3,22
2021-10-27 03:00:00,43,20,0,33,13,46
2021-10-27 04:00:00,50,22,0,40,34,73
2021-10-27 05:00:00,62,25,0,41,57,98
2021-10-27 06:00:00,78,29,1,50,152,202
2021-10-27 07:00:00,95,34,1,46,130,176
2021-10-27 08:00:00,89,33,1,36,46,82
2021-10-27 09:00:00,75,28,1,37,53,90
2021-10-27 10:00:00,71,25,1,36,25,62
2021-10-27 11:00:00,60,23,1,35,18,53
2021-10-27 12:00:00,64,24,1,37,17,54
2021-10-27 13:00:00,53,22,1,41,18,59
2021-10-27 14:00:00,64,23,1,54,26,81
2021-10-27 15:00:00,75,27,1,51,20,72
2021-10-27 16:00:00,63,23,1,54,16,70
2021-10-27 17:00:00,72,26,1,65,35,100
2021-10-27 18:00:00,77,28,1,61,38,99
2021-10-27 19:00:00,84,26,1,50,30,80
2021-10-27 20:00:00,75,27,1,51,49,100
2021-10-27 21:00:00,85,30,1,48,45,92
2021-10-27 22:00:00,85,33,1,48,44,92
2021-10-27 23:00:00,76,29,1,41,26,67
2021-10-28 00:00:00,77,27,0,39,13,52
2021-10-28 01:00:00,61,25,0,36,8,44
2021-10-28 02:00:00,66,26,0,33,8,41
2021-10-28 03:00:00,65,26,0,35,14,49
2021-10-28 04:00:00,63,28,0,40,21,61
2021-10-28 05:00:00,75,30,0,41,54,96
2021-10-28 06:00:00,79,31,1,47,113,160
2021-10-28 07:00:00,95,38,1,40,51,91
2021-10-28 08:00:00,81,33,1,38,39,77
2021-10-28 09:00:00,71,29,1,37,37,74
2021-10-28 10:00:00,70,33,1,37,25,62
2021-10-28 11:00:00,72,30,1,37,20,57
2021-10-28 12:00:00,70,32,1,46,54,100
2021-10-28 13:00:00,91,32,1,42,37,80
2021-10-28 14:00:00,76,31,1,44,36,80
2021-10-28 15:00:00,81,35,1,46,35,80
2021-10-28 16:00:00,82,33,1,50,48,99
2021-10-28 17:00:00,86,30,1,48,43,91
2021-10-28 18:00:00,69,22,1,40,26,67
2021-10-28 19:00:00,62,21,1,46,34,81
2021-10-28 20:00:00,63,21,1,43,33,76
2021-10-28 21:00:00,70,20,1,43,38,81
2021-10-28 22:00:00,67,24,1,39,28,67
2021-10-28 23:00:00,70,19,1,33,9,42
2021-10-29 00:00:00,53,17,0,16,2,17
2021-10-29 01:00:00,46,15,0,14,1,15
2021-10-29 02:00:00,51,20,0,12,2,13
2021-10-29 03:00:00,51,16,0,17,4,21
2021-10-29 04:00:00,47,20,0,17,6,22
2021-10-29 05:00:00,45,18,0,24,18,42
2021-10-29 06:00:00,50,19,0,26,34,60
2021-10-29 07:00:00,50,19,1,26,34,60
2021-10-29 08:00:00,61,21,1,35,49,84
2021-10-29 09:00:00,51,18,1,35,43,78
2021-10-29 10:00:00,48,19,1,30,22,52
2021-10-29 11:00:00,55,17,1,40,29,70
2021-10-29 12:00:00,59,23,1,41,22,63
2021-10-29 13:00:00,64,22,1,51,28,79
2021-10-29 14:00:00,66,28,1,51,17,69
2021-10-29 15:00:00,65,30,1,48,14,62
2021-10-29 16:00:00,63,26,1,52,16,69
2021-10-29 17:00:00,57,24,1,47,6,53
2021-10-29 18:00:00,54,25,1,55,25,79
2021-10-29 19:00:00,69,26,1,41,16,57
2021-10-29 20:00:00,49,19,1,50,43,93
2021-10-29 21:00:00,64,23,1,41,3,44
2021-10-29 22:00:00,51,23,1,48,72,120
2021-10-29 23:00:00,72,24,1,48,84,132
2021-10-30 00:00:00,86,27,1,46,56,102
2021-10-30 01:00:00,82,26,1,44,31,75
2021-10-30 02:00:00,75,26,1,41,8,49
2021-10-30 03:00:00,91,36,1,36,4,40
2021-10-30 04:00:00,128,46,1,38,12,50
2021-10-30 05:00:00,135,46,1,40,35,75
2021-10-30 06:00:00,138,48,1,42,71,113
2021-10-30 07:00:00,122,48,1,42,128,170
2021-10-30 08:00:00,136,48,1,40,92,131
2021-10-30 09:00:00,104,37,1,41,77,119
2021-10-30 10:00:00,94,34,1,40,57,97
2021-10-30 11:00:00,85,33,1,46,41,86
2021-10-30 12:00:00,91,34,1,47,30,77
2021-10-30 13:00:00,88,30,1,43,18,61
2021-10-30 14:00:00,69,29,1,53,22,75
2021-10-30 15:00:00,72,27,1,43,21,64
2021-10-30 16:00:00,65,19,1,59,82,141
2021-10-30 17:00:00,90,26,1,49,35,84
2021-10-30 18:00:00,60,22,1,29,9,38
2021-10-30 19:00:00,44,16,1,31,17,47
2021-10-30 20:00:00,36,13,1,29,16,45
2021-10-30 21:00:00,34,13,1,31,18,49
2021-10-30 22:00:00,38,14,0,25,7,32
2021-10-30 23:00:00,33,11,0,19,2,21
2021-10-31 00:00:00,40,11,0,22,25,47
2021-10-31 01:00:00,43,14,0,24,19,43
2021-10-31 02:00:00,26,13,0,15,9,24
2021-10-31 02:00:00,26,13,0,15,9,24
2021-10-31 03:00:00,27,10,0,21,21,42
2021-10-31 04:00:00,32,9,0,22,43,65
2021-10-31 05:00:00,56,14,0,23,52,74
2021-10-31 06:00:00,69,15,1,25,90,115
2021-10-31 07:00:00,82,21,1,24,64,88
2021-10-31 08:00:00,50,24,1,29,95,124
2021-10-31 09:00:00,84,28,1,33,59,92
2021-10-31 10:00:00,68,25,1,33,37,71
2021-10-31 11:00:00,63,17,1,37,31,68
2021-10-31 12:00:00,60,19,1,22,9,31
2021-10-31 13:00:00,43,12,1,20,8,28
2021-10-31 14:00:00,39,13,1,22,8,30
2021-10-31 15:00:00,40,14,1,43,40,83
2021-10-31 16:00:00,107,24,1,53,60,112
2021-10-31 17:00:00,93,26,1,53,57,109
2021-10-31 18:00:00,98,27,1,31,34,65
2021-10-31 19:00:00,59,10,1,32,51,83
2021-10-31 20:00:00,37,15,1,31,29,59
2021-10-31 21:00:00,40,14,1,33,51,84
2021-10-31 22:00:00,47,14,1,31,25,56
2021-10-31 23:00:00,31,13,1,28,14,42
2021-11-01 00:00:00,43,13,1,28,33,61
2021-11-01 01:00:00,42,16,1,27,57,84
2021-11-01 02:00:00,40,16,1,26,48,74
2021-11-01 03:00:00,39,16,0,24,30,54
2021-11-01 04:00:00,31,13,0,24,55,79
2021-11-01 05:00:00,58,14,1,24,73,97
2021-11-01 06:00:00,66,16,1,29,130,160
2021-11-01 07:00:00,76,25,1,34,203,237
2021-11-01 08:00:00,109,35,1,31,131,162
2021-11-01 09:00:00,91,29,1,32,109,141
2021-11-01 10:00:00,92,27,1,34,59,93
2021-11-01 11:00:00,83,26,1,32,33,65
2021-11-01 12:00:00,65,17,1,31,29,60
2021-11-01 13:00:00,67,18,1,32,20,52
2021-11-01 14:00:00,52,19,1,33,14,47
2021-11-01 15:00:00,54,18,1,45,34,79
2021-11-01 16:00:00,62,18,1,68,54,122
2021-11-01 17:00:00,86,28,1,47,49,96
2021-11-01 18:00:00,66,21,1,38,40,78
2021-11-01 19:00:00,34,14,1,49,116,165
2021-11-01 20:00:00,45,14,1,46,135,181
2021-11-01 21:00:00,79,23,1,46,143,189
2021-11-01 22:00:00,75,23,1,38,92,129
2021-11-01 23:00:00,70,19,1,37,92,130
2021-11-02 00:00:00,62,17,1,37,115,152
2021-11-02 01:00:00,94,21,1,30,92,121
2021-11-02 02:00:00,74,18,1,30,96,127
2021-11-02 03:00:00,63,18,1,29,97,127
2021-11-02 04:00:00,73,22,1,29,96,125
2021-11-02 05:00:00,92,26,1,34,131,165
2021-11-02 06:00:00,95,29,1,34,142,176
2021-11-02 07:00:00,93,30,1,36,200,237
2021-11-02 08:00:00,123,40,1,35,146,181
2021-11-02 09:00:00,116,39,1,35,107,142
2021-11-02 10:00:00,100,34,1,39,70,109
2021-11-02 11:00:00,91,39,1,33,44,77
2021-11-02 12:00:00,65,21,1,25,24,49
2021-11-02 13:00:00,54,12,1,22,14,36
2021-11-02 14:00:00,49,16,1,22,12,34
2021-11-02 15:00:00,49,14,1,26,13,39
2021-11-02 16:00:00,49,17,1,55,62,117
2021-11-02 17:00:00,83,30,1,57,72,129
2021-11-02 18:00:00,93,27,1,42,59,101
2021-11-02 19:00:00,77,20,1,46,123,169
2021-11-02 20:00:00,78,25,1,37,78,114
2021-11-02 21:00:00,71,24,1,25,36,61
2021-11-02 22:00:00,39,18,1,34,87,120
2021-11-02 23:00:00,46,18,1,31,63,94
2021-11-03 00:00:00,70,19,1,27,39,66
2021-11-03 01:00:00,56,21,0,25,22,47
2021-11-03 02:00:00,65,19,0,27,36,64
2021-11-03 03:00:00,65,18,0,27,54,81
2021-11-03 04:00:00,70,20,0,22,63,85
2021-11-03 05:00:00,66,20,1,23,110,133
2021-11-03 06:00:00,78,19,1,25,162,187
2021-11-03 07:00:00,79,24,1,28,199,227
2021-11-03 08:00:00,108,26,2,32,158,190
2021-11-03 09:00:00,97,29,2,37,139,176
2021-11-03 10:00:00,96,32,1,40,121,161
2021-11-03 11:00:00,84,35,1,36,79,115
2021-11-03 12:00:00,81,31,1,40,63,104
2021-11-03 13:00:00,77,29,1,35,35,71
2021-11-03 14:00:00,62,20,1,25,19,44
2021-11-03 15:00:00,54,12,1,26,17,43
2021-11-03 16:00:00,51,13,1,29,13,42
2021-11-03 17:00:00,32,15,1,40,18,58
2021-11-03 18:00:00,49,17,1,41,19,60
2021-11-03 19:00:00,54,19,1,65,65,131
2021-11-03 20:00:00,84,34,1,66,88,155
2021-11-03 21:00:00,95,31,1,64,111,176
2021-11-03 22:00:00,108,36,1,54,81,135
2021-11-03 23:00:00,82,32,1,35,51,86
2021-11-04 00:00:00,70,19,1,31,13,44
2021-11-04 01:00:00,48,18,1,29,32,61
2021-11-04 02:00:00,48,17,1,29,55,84
2021-11-04 03:00:00,71,16,1,29,77,106
2021-11-04 04:00:00,71,21,1,29,95,123
2021-11-04 05:00:00,63,22,1,31,121,152
2021-11-04 06:00:00,88,26,1,34,176,210
2021-11-04 07:00:00,106,30,1,36,194,231
2021-11-04 08:00:00,119,37,2,38,179,218
2021-11-04 09:00:00,117,43,1,36,93,129
2021-11-04 10:00:00,99,30,1,35,54,88
2021-11-04 11:00:00,79,28,1,35,37,72
2021-11-04 12:00:00,72,22,1,31,23,54
2021-11-04 13:00:00,54,19,1,33,15,49
2021-11-04 14:00:00,52,15,1,27,10,37
2021-11-04 15:00:00,55,17,1,27,14,41
2021-11-04 16:00:00,49,17,1,29,19,47
2021-11-04 17:00:00,36,17,1,29,18,47
2021-11-04 18:00:00,44,17,1,28,10,38
2021-11-04 19:00:00,46,16,1,32,11,43
2021-11-04 20:00:00,61,20,1,29,12,41
2021-11-04 21:00:00,52,18,1,37,30,67
2021-11-04 22:00:00,64,19,1,33,21,53
2021-11-04 23:00:00,53,23,1,30,17,47
2021-11-05 00:00:00,68,28,0,23,7,29
2021-11-05 01:00:00,63,24,0,15,4,19
2021-11-05 02:00:00,49,18,0,10,0,10
2021-11-05 03:00:00,50,15,0,8,2,9
2021-11-05 04:00:00,35,16,0,10,6,15
2021-11-05 05:00:00,38,16,0,17,21,38
2021-11-05 06:00:00,38,17,0,21,45,66
2021-11-05 07:00:00,70,21,1,23,72,94
2021-11-05 08:00:00,66,21,1,24,48,73
2021-11-05 09:00:00,63,19,1,25,33,58
2021-11-05 10:00:00,53,15,1,26,28,54
2021-11-05 11:00:00,58,15,1,24,21,45
2021-11-05 12:00:00,46,17,1,38,41,80
2021-11-05 13:00:00,52,18,1,49,56,106
2021-11-05 14:00:00,68,22,1,45,46,91
2021-11-05 15:00:00,64,19,1,35,26,61
2021-11-05 16:00:00,63,16,1,51,35,87
2021-11-05 17:00:00,62,22,1,40,39,79
2021-11-05 18:00:00,54,20,1,74,73,147
2021-11-05 19:00:00,96,30,1,75,73,147
2021-11-05 20:00:00,115,39,1,76,101,178
2021-11-05 21:00:00,122,38,1,75,104,179
